Index,Cmd_X,Cmd_Y,Cmd_Z,Theta1,Theta2,Theta3
2057,-22.783,36.622,-214.233,8.2,-3.5,-13.9
2058,29.338,-43.37,-207.633,-20.1,-4.7,7.5
2059,88.229,80.255,-194.294,-9.0,36.3,-22.6
2060,49.056,-65.574,-210.631,-20.8,4.3,20.4
2061,-112.907,-12.026,-211.236,35.0,-20.2,13.7
2062,-4.118,69.26,-225.698,17.7,15.8,-12.1
2063,-53.572,-95.13,-209.004,7.3,-20.2,33.7
2064,-38.242,8.445,-201.095,0.4,-20.8,-14.4
2065,80.0,43.653,-198.462,-18.5,24.1,-17.3
2066,-33.555,-14.281,-196.232,-7.9,-26.9,-10.4
2067,-20.405,118.742,-223.193,38.3,29.8,-14.9
2068,-83.19,-56.166,-231.036,28.3,-10.8,31.3
2069,38.66,83.193,-196.193,-1.9,18.9,-30.2
2070,91.466,-72.809,-197.182,-31.0,17.1,25.7
2071,22.957,46.231,-228.347,6.9,17.6,-6.9
2072,24.626,-59.21,-220.067,-11.4,0.8,19.8
2073,-27.676,113.927,-214.483,34.8,22.5,-19.8
2074,-51.326,-77.359,-238.659,20.4,-3.6,37.6
2075,5.51,-41.193,-209.109,-14.1,-11.2,6.2
2076,-62.328,-13.863,-199.344,6.1,-27.9,-4.5
2077,-78.234,41.186,-201.208,23.8,-17.3,-15.5
2078,63.893,102.722,-221.073,16.4,43.9,-11.8
2079,122.003,-18.804,-210.635,-20.6,38.7,18.6
2080,-67.325,-101.728,-212.118,15.5,-18.6,40.0
2081,-121.602,-16.452,-231.306,46.3,-8.2,27.8
2082,47.503,-75.243,-223.944,-11.9,11.3,30.1
2083,-6.044,26.615,-209.022,-2.0,-5.2,-15.9
2084,23.169,-63.975,-204.446,-21.1,-8.8,14.4
2085,98.523,-54.954,-203.7,-27.4,23.1,22.3
2086,-32.685,46.543,-232.782,22.6,7.7,-3.7
2087,-45.14,-116.148,-230.202,18.1,-3.9,50.0
2088,-66.359,15.845,-222.956,23.3,-8.6,1.0
2089,86.156,54.493,-190.113,-21.0,26.3,-23.2
2090,-64.91,31.481,-199.946,15.4,-19.8,-17.0
2091,-64.083,-64.788,-207.033,8.6,-24.4,20.6
2092,47.36,99.303,-233.933,23.1,42.5,-6.5
2093,63.597,5.78,-207.441,-19.9,13.4,-5.9
2094,-35.077,-12.422,-233.872,13.9,-2.6,10.7
2095,-84.495,35.808,-226.113,35.2,-3.6,1.9
2096,-50.23,-34.808,-199.439,-1.0,-28.4,1.8
2097,111.748,4.597,-221.421,-12.0,40.0,13.6
2098,-47.027,89.941,-230.414,38.0,17.9,-8.2
2099,-38.072,84.136,-212.676,26.1,7.7,-19.5
2100,14.315,81.889,-214.494,12.2,19.1,-19.9
2101,-85.961,74.918,-202.146,36.4,-6.3,-17.7
2102,-11.219,117.569,-195.734,24.3,18.7,-32.1
2103,-114.604,-30.032,-215.903,36.5,-18.7,22.7
2104,97.658,-33.799,-199.023,-30.1,21.0,11.0
2105,63.015,93.477,-227.582,16.2,43.0,-7.9
2106,-1.35,-119.539,-203.54,-10.3,-11.0,40.1
2107,72.998,-91.894,-222.197,-13.9,21.9,40.2
2108,49.427,101.459,-218.375,15.9,37.9,-15.4
2109,60.734,-30.982,-236.224,-5.8,22.3,20.8
2110,-41.255,36.693,-208.007,11.2,-10.5,-16.4
2111,-29.219,-69.582,-239.995,13.4,-0.2,33.0
2112,93.701,19.593,-226.025,-7.2,36.0,7.4
2113,97.057,-55.469,-219.535,-17.7,29.3,29.1
2114,86.495,9.536,-196.736,-27.4,19.3,-8.6
2115,-42.606,-41.419,-230.288,12.5,-7.8,19.2
2116,80.65,9.278,-195.57,-28.2,16.0,-10.7
2117,-37.995,-91.28,-234.927,14.9,-3.2,40.3
2118,-90.938,68.371,-233.498,47.6,9.3,2.7
2119,-28.962,0.587,-204.545,-2.4,-18.2,-10.6
2120,-65.67,74.128,-237.767,42.0,14.5,-0.3
2121,43.357,46.091,-212.158,-5.8,16.3,-15.1
2122,109.01,2.745,-230.767,-6.9,42.1,18.2
2123,-82.553,51.001,-190.927,24.1,-21.5,-23.0
2124,-53.87,40.096,-211.902,18.5,-8.9,-12.9
2125,0.292,55.972,-235.524,17.8,17.9,-4.8
2126,47.426,-105.194,-195.257,-27.0,-1.7,32.8
2127,-78.711,-41.474,-208.048,15.8,-24.6,14.0
2128,-95.74,-23.272,-197.168,19.9,-30.8,5.4
2129,15.88,88.001,-215.977,14.8,22.4,-19.2
2130,49.074,61.907,-220.517,2.9,26.2,-11.5
2131,103.701,21.244,-194.626,-26.3,28.7,-8.4
2132,-21.11,39.837,-225.842,14.4,4.3,-7.4
2133,43.54,-78.228,-201.24,-25.6,-2.6,21.4
2134,-24.944,-91.724,-191.792,-14.4,-28.0,22.5
2135,-44.264,-103.872,-239.466,20.8,-0.1,48.0
2136,61.471,-55.868,-208.093,-23.8,7.9,16.8
2137,88.874,-69.384,-211.307,-22.4,22.2,29.4
2138,-41.374,-61.257,-203.788,-2.7,-24.5,14.4
2139,-66.829,-15.644,-210.373,13.4,-20.9,3.3
2140,23.037,-32.752,-229.752,-4.7,6.4,14.3
2141,19.282,48.416,-195.201,-11.3,-0.1,-29.3
2142,8.6,-28.814,-200.084,-20.3,-15.5,-3.9
2143,-28.976,97.798,-225.733,33.6,21.0,-12.9
2144,-44.682,-73.013,-199.481,-3.5,-27.3,18.3
2145,-73.512,61.97,-215.025,32.7,-2.5,-11.0
2146,98.575,-29.474,-227.53,-12.2,33.8,23.6
2147,-71.804,-44.023,-230.072,23.2,-10.7,24.2
2148,11.046,-57.162,-204.648,-18.5,-12.7,10.9
2149,-2.798,56.52,-211.533,6.4,4.9,-19.6
2150,-59.951,-68.713,-220.316,13.9,-15.7,27.5
2151,-32.949,-114.437,-235.035,16.2,0.3,49.9
2152,-34.256,-85.873,-218.654,4.4,-12.7,31.2
2153,-45.31,66.311,-219.428,25.7,4.2,-13.1
2154,6.056,57.743,-226.431,12.4,15.2,-10.4
2155,115.267,-27.242,-220.729,-15.6,38.8,24.2
2156,28.88,-84.398,-234.634,-2.5,11.2,36.6
2157,-12.961,44.663,-226.305,13.5,7.3,-8.3
2158,29.75,0.771,-200.697,-21.0,-4.4,-13.1
2159,-52.947,-22.345,-239.826,21.8,-2.3,18.7
2160,-88.184,38.337,-226.936,37.5,-2.6,2.7
2161,-59.056,19.768,-200.06,10.4,-21.9,-15.2
2162,-55.737,62.611,-201.493,20.6,-8.8,-22.8
2163,56.277,19.186,-207.264,-16.9,12.7,-10.9
2164,-85.689,-24.96,-192.062,12.4,-34.7,0.6
2165,8.397,115.077,-204.987,22.3,26.3,-26.4
2166,92.506,-39.128,-205.34,-26.3,21.1,15.0
2167,14.426,66.915,-197.336,-2.5,5.5,-30.2
2168,-41.192,-5.352,-211.474,5.1,-16.4,-3.3
2169,-14.516,3.328,-223.879,4.4,-2.7,-0.6
2170,-96.093,42.53,-205.283,33.4,-14.6,-8.8
2171,-86.056,-73.587,-206.21,18.7,-25.3,28.5
2172,27.597,-101.004,-204.77,-18.7,-4.3,32.3
2173,95.956,-12.924,-220.287,-15.2,30.7,13.9
2174,66.674,11.162,-195.515,-27.4,9.8,-14.4
2175,-69.047,-22.541,-228.639,22.4,-10.3,15.6
2176,-124.014,5.127,-197.401,37.3,-25.8,4.6
2177,-85.554,43.781,-214.081,32.6,-8.8,-6.3
2178,-48.939,-23.936,-222.328,11.6,-12.4,9.8
2179,-64.768,44.249,-196.453,16.8,-18.8,-22.0
2180,46.432,-42.732,-191.729,-33.8,-7.7,0.3
2181,99.466,-7.1,-190.351,-33.9,20.6,-3.4
2182,-7.155,-98.947,-208.837,-8.5,-12.2,32.0
2183,-20.435,2.477,-207.127,-3.5,-14.5,-10.2
2184,-97.314,-0.557,-205.706,26.7,-22.9,2.6
2185,20.457,9.728,-201.07,-17.3,-5.8,-16.3
2186,2.818,-123.48,-236.263,8.3,9.7,53.1
2187,-84.481,-39.81,-210.679,19.7,-22.9,15.9
2188,-4.354,21.387,-196.106,-11.8,-14.3,-23.6
2189,-11.529,-2.836,-228.739,5.4,-0.2,3.8
2190,-97.066,59.551,-239.281,50.0,9.9,8.4
2191,64.12,59.605,-194.137,-15.4,19.9,-26.0
2192,29.932,-116.499,-228.114,-2.9,11.8,48.1
2193,111.995,40.315,-236.362,3.5,50.8,13.6
2194,-25.151,5.252,-236.888,14.6,3.0,6.7
2195,-39.456,103.615,-205.959,30.8,11.9,-24.1
2196,37.67,48.554,-236.495,9.5,26.3,-1.4
2197,6.316,16.521,-231.084,5.3,8.3,-0.0
2198,49.358,88.319,-236.492,20.1,40.6,-4.3
2199,29.341,5.515,-232.437,-0.2,13.6,4.5
2200,-99.031,57.445,-206.619,38.6,-9.5,-9.7
2201,123.647,-15.658,-224.945,-11.7,44.9,25.1
2202,34.56,-20.705,-230.355,-5.4,11.1,11.4
2203,107.863,-22.825,-202.382,-26.9,28.2,11.4
2204,-38.888,-59.53,-204.694,-3.1,-23.6,13.8
2205,73.525,2.772,-219.352,-13.4,22.6,3.7
2206,78.733,-70.996,-221.85,-15.7,22.6,32.3
2207,-13.855,-78.286,-214.122,-5.3,-12.3,24.8
2208,4.073,-82.547,-194.914,-22.2,-20.0,18.3
2209,32.343,50.399,-206.122,-6.4,10.7,-20.9
2210,-23.995,-117.988,-219.069,5.2,-6.9,45.2
2211,-47.145,59.069,-190.788,11.3,-15.9,-31.2
2212,-72.302,-47.685,-224.811,20.8,-14.0,23.2
2213,28.858,119.006,-235.392,34.2,45.4,-7.4
2214,10.706,85.344,-216.513,15.2,20.3,-18.9
2215,-0.495,-80.856,-196.508,-20.1,-20.3,18.1
2216,-118.457,5.635,-218.143,41.9,-13.5,13.7
2217,78.726,34.016,-204.262,-17.1,23.7,-12.0
2218,-94.521,22.937,-220.789,34.8,-9.6,4.0
2219,38.815,79.214,-218.633,9.0,27.2,-15.5
2220,-85.604,50.414,-204.136,30.3,-13.1,-13.5
2221,-61.004,108.771,-211.453,41.7,14.4,-18.0
2222,-20.507,44.728,-223.517,14.2,4.3,-9.7
2223,-109.648,-6.548,-209.583,33.3,-20.8,10.1
2224,101.744,46.676,-199.925,-16.8,34.9,-11.3
2225,-41.792,64.028,-218.328,23.4,3.3,-13.9
2226,-72.348,80.503,-197.249,30.9,-6.4,-24.2
2227,-42.374,-83.404,-201.572,-2.5,-24.8,23.9
2228,-43.04,71.542,-220.686,27.1,6.9,-13.1
2229,31.476,-11.48,-193.263,-28.5,-10.2,-13.7
2230,19.422,-3.932,-224.644,-4.3,5.2,2.2
2231,-104.741,-40.4,-223.014,34.3,-15.3,26.9
2232,-50.463,-66.398,-226.295,13.2,-11.2,27.8
2233,-70.274,101.299,-206.591,40.5,7.7,-19.4
2234,25.405,-67.543,-198.539,-25.4,-11.7,13.4
2235,21.31,116.604,-238.28,35.6,43.8,-6.2
2236,-104.568,-3.133,-204.68,29.4,-23.6,4.9
2237,92.515,27.425,-194.462,-25.4,24.5,-13.3
2238,7.066,89.885,-221.051,19.9,23.1,-16.4
2239,73.714,59.161,-213.723,-4.1,31.5,-11.4
2240,24.813,-18.752,-195.086,-26.6,-12.5,-10.2
2241,-21.496,-95.904,-230.13,7.6,-2.8,39.3
2242,-68.988,-86.35,-203.316,10.1,-25.7,29.8
2243,76.759,-24.965,-203.928,-26.4,13.8,5.1
2244,29.262,-19.74,-207.076,-19.1,-3.4,-2.1
2245,-59.952,-95.539,-232.77,22.1,-6.5,43.8
2246,106.286,-12.745,-230.386,-9.1,39.3,21.6
2247,-71.161,-26.312,-215.493,16.8,-18.8,10.6
2248,44.405,-30.527,-190.572,-34.1,-8.6,-6.1
2249,61.541,-46.979,-203.826,-26.6,5.8,11.0
2250,-92.105,-14.576,-190.467,15.9,-34.9,-2.7
2251,-39.055,59.499,-229.299,26.2,8.4,-7.0
2252,-82.85,-71.018,-226.288,26.4,-13.2,35.0
2253,-31.558,48.488,-204.425,9.1,-7.9,-21.8
2254,-74.644,-57.671,-217.264,18.2,-18.7,24.1
2255,103.742,63.578,-236.318,9.5,52.3,7.9
2256,-25.767,-55.333,-206.862,-6.6,-20.1,11.9
2257,-63.067,107.324,-190.3,34.6,2.2,-30.9
2258,-24.939,94.336,-209.793,24.5,12.4,-22.8
2259,59.881,-98.587,-210.416,-19.5,11.0,36.7
2260,-30.142,38.655,-197.031,1.9,-15.3,-25.4
2261,-113.078,48.442,-213.128,44.8,-7.9,-0.4
2262,-37.314,91.545,-200.229,23.2,4.0,-27.9
2263,52.425,-28.363,-205.455,-24.1,3.7,2.8
2264,15.252,-74.033,-204.644,-18.9,-10.9,18.8
2265,20.721,103.31,-212.406,18.2,27.8,-21.5
2266,-110.619,-25.667,-199.462,28.3,-28.8,11.9
2267,30.383,114.044,-228.88,28.8,41.2,-11.1
2268,9.693,64.919,-198.007,-1.7,3.7,-29.7
2269,92.454,44.962,-194.437,-21.0,28.4,-17.1
2270,31.499,84.057,-227.588,16.4,30.4,-11.0
2271,-61.173,-81.421,-201.436,5.2,-26.9,25.4
2272,-10.433,-121.436,-191.942,-14.5,-20.1,37.4
2273,-75.546,-25.251,-235.657,28.0,-6.7,21.1
2274,-72.097,-21.928,-221.735,20.4,-14.6,12.4
2275,89.657,-41.183,-196.575,-32.2,15.6,10.8
2276,12.833,-5.15,-194.22,-23.0,-15.5,-16.6
2277,41.219,75.78,-228.837,12.9,31.2,-8.8
2278,114.305,28.862,-197.455,-22.2,36.2,-5.2
2279,-74.794,-21.036,-192.565,7.6,-34.0,-3.3
2280,-69.784,89.184,-225.436,43.0,12.9,-7.9
2281,23.398,-33.767,-230.669,-4.3,7.0,15.2
2282,-73.707,84.072,-205.064,35.4,-0.5,-19.2
2283,87.485,24.029,-223.028,-8.0,33.0,3.3
2284,-59.01,69.33,-235.298,37.6,12.2,-2.3
2285,-40.419,63.34,-232.714,29.1,11.1,-5.3
2286,9.187,-62.337,-201.847,-19.9,-15.0,11.8
2287,-97.31,3.817,-204.555,26.8,-23.0,0.6
2288,-21.464,-98.428,-234.628,10.3,0.0,42.1
2289,22.136,-80.74,-193.208,-27.6,-15.6,17.3
2290,-88.392,-48.556,-192.901,13.0,-34.7,11.8
2291,-5.295,98.756,-231.822,30.7,28.5,-10.3
2292,44.035,-2.776,-200.461,-23.9,0.4,-10.6
2293,-89.762,-10.204,-191.362,15.6,-33.9,-4.5
2294,-32.055,-17.362,-227.185,9.0,-6.6,8.5
2295,25.189,14.818,-204.966,-14.7,-0.9,-14.8
2296,-34.178,46.816,-239.936,26.4,11.4,0.5
2297,17.298,-41.248,-203.705,-20.4,-11.1,3.7
2298,54.53,-111.917,-200.92,-23.1,5.5,39.0
2299,83.57,-29.254,-199.746,-29.6,14.7,6.0
2300,37.065,95.528,-204.365,8.0,26.4,-25.3
2301,13.872,116.934,-231.251,33.8,39.3,-10.5
2302,47.108,101.428,-236.466,25.3,44.2,-5.1
2303,61.064,42.676,-210.356,-9.9,21.1,-13.2
2304,-32.086,60.032,-209.841,15.2,-1.2,-19.8
2305,3.015,-30.193,-213.11,-10.3,-8.8,4.0
2306,-84.612,35.68,-215.506,31.0,-9.9,-4.2
2307,79.415,61.439,-215.421,-2.7,34.9,-9.5
2308,-59.19,47.221,-212.235,22.4,-7.3,-13.1
2309,-98.913,-34.648,-211.108,26.8,-22.4,17.7
2310,-7.098,-103.783,-201.453,-12.5,-16.2,31.6
2311,-15.364,31.884,-229.009,12.6,5.3,-4.3
2312,-49.028,-41.721,-199.807,-1.7,-28.2,4.7
2313,-16.476,-91.513,-236.783,9.3,1.5,39.8
2314,-94.168,59.745,-222.894,42.9,0.7,-1.6
2315,20.514,42.721,-221.795,2.8,12.9,-10.4
2316,75.862,-88.626,-228.339,-10.7,25.7,41.7
2317,98.277,-47.879,-209.617,-23.7,25.5,21.9
2318,-52.212,-102.692,-232.717,20.0,-5.1,45.8
2319,12.87,55.552,-221.213,7.5,13.8,-13.1
2320,73.85,-25.167,-191.714,-34.9,6.3,-2.4
2321,-90.464,80.734,-220.988,46.3,6.6,-5.8
2322,-47.317,29.77,-233.15,23.7,2.0,1.0
2323,72.983,-92.914,-205.739,-23.7,13.8,34.5
2324,-32.571,-91.276,-208.58,-1.4,-18.2,29.5
2325,98.162,-63.832,-201.837,-28.4,22.3,25.2
2326,93.395,38.4,-238.16,3.8,43.8,10.1
2327,16.535,67.793,-230.863,15.4,22.9,-8.6
2328,45.177,29.648,-239.489,5.8,25.9,4.3
2329,43.998,109.485,-193.654,7.5,29.9,-31.4
2330,-53.104,-0.352,-203.186,6.0,-22.7,-8.3
2331,64.239,-53.842,-193.172,-34.1,1.0,9.2
2332,-54.472,-26.17,-229.801,17.2,-8.7,15.1
2333,-73.163,-16.117,-211.221,16.5,-20.8,5.1
2334,65.382,76.951,-237.336,15.2,42.5,-0.8
2335,87.998,7.829,-214.177,-16.3,27.1,2.5
2336,51.496,43.374,-235.467,5.9,28.9,0.3
2337,-20.213,-93.232,-231.842,7.9,-1.9,38.7
2338,99.912,8.37,-217.6,-14.1,33.7,7.2
2339,19.394,50.336,-220.055,4.1,13.6,-12.8
2340,86.736,-75.733,-236.643,-7.1,33.2,42.0
2341,78.432,-42.906,-238.509,-6.1,29.8,28.9
2342,45.859,-105.921,-195.099,-26.8,-2.4,32.9
2343,-14.387,-59.496,-225.961,1.1,-5.9,22.1
2344,-118.565,-4.745,-203.86,35.7,-23.6,9.3
2345,71.126,-99.268,-193.168,-30.9,7.2,32.6
2346,-46.6,93.944,-231.388,39.5,19.9,-7.9
2347,48.549,-20.921,-235.436,-4.3,18.3,15.5
2348,98.183,47.525,-203.234,-14.5,34.7,-10.4
2349,-88.947,64.096,-193.359,31.4,-15.6,-21.6
2350,31.932,-86.977,-197.621,-25.7,-8.6,23.0
2351,-9.941,0.679,-209.762,-5.4,-10.7,-8.4
2352,28.542,-12.625,-238.251,0.9,14.1,12.6
2353,-80.61,46.145,-201.11,26.0,-16.1,-15.9
2354,-78.474,-36.452,-233.011,27.4,-9.0,24.1
2355,-31.145,75.958,-211.863,20.8,5.4,-20.1
2356,-20.071,-25.727,-230.937,6.6,-3.0,12.4
2357,-105.332,52.609,-235.441,50.2,5.9,9.3
2358,106.734,48.624,-216.687,-5.9,43.3,-0.2
2359,81.457,-25.146,-190.735,-35.7,9.6,-1.2
2360,-29.176,0.63,-235.236,14.3,0.7,7.3
2361,70.538,45.565,-221.022,-3.5,29.9,-5.6
2362,38.546,-50.708,-200.787,-26.3,-5.6,7.9
2363,-46.926,-106.72,-238.745,21.8,-0.5,49.2
2364,34.167,38.558,-201.367,-13.1,5.7,-22.0
2365,10.895,-65.578,-193.446,-26.1,-20.1,9.3
2366,12.566,-6.707,-225.259,-2.9,3.3,3.0
2367,-18.571,-71.354,-192.322,-18.0,-28.3,11.9
2368,63.125,84.312,-196.932,-4.3,28.5,-26.3
2369,-62.449,29.153,-234.623,29.4,1.1,4.0
2370,-78.554,93.374,-190.953,35.5,-5.2,-27.6
2371,-117.281,-31.99,-232.397,44.1,-9.0,31.9
2372,57.612,33.969,-233.793,2.1,28.3,1.8
2373,84.837,25.568,-238.075,1.1,38.3,10.7
2374,-6.726,-46.797,-204.209,-14.2,-17.8,6.0
2375,81.183,-56.499,-239.991,-5.5,31.6,34.9
2376,44.013,-76.959,-199.814,-26.7,-3.4,20.2
2377,-29.057,117.282,-239.213,46.3,35.2,-5.2
2378,39.165,7.561,-219.512,-9.1,10.5,-2.6
2379,96.961,75.766,-230.526,10.1,50.7,1.7
2380,61.055,-15.564,-203.311,-25.2,7.4,-1.8
2381,-9.233,-114.543,-223.629,2.8,-1.8,44.7
2382,-75.815,77.36,-216.137,38.2,3.2,-11.5
2383,37.776,8.927,-236.829,1.5,18.9,6.7
2384,47.317,70.883,-232.822,12.6,33.3,-5.4
2385,-82.906,38.931,-192.632,21.9,-23.8,-19.6
2386,-30.797,100.657,-199.998,24.5,9.0,-28.7
2387,39.152,-56.41,-236.788,-3.8,14.6,27.4
2388,12.032,-58.948,-219.823,-9.1,-3.1,19.0
2389,45.651,104.788,-218.238,17.7,37.9,-16.0
2390,70.869,-59.557,-230.376,-10.6,22.9,29.9
2391,-96.89,-14.157,-203.793,24.1,-25.7,5.9
2392,-58.904,45.339,-229.341,29.2,2.2,-2.5
2393,-70.139,-78.594,-214.534,15.7,-19.4,30.9
2394,-101.587,70.905,-226.779,49.9,6.4,1.1
2395,-3.464,4.074,-232.732,6.5,4.8,4.0
2396,26.809,119.313,-236.299,35.0,45.4,-7.0
2397,-92.047,70.007,-211.212,40.6,-2.8,-10.2
2398,-110.586,34.135,-223.284,44.4,-5.5,7.2
2399,-117.34,-33.441,-223.523,40.6,-14.2,28.3
2400,-60.165,-83.912,-213.611,11.4,-18.9,31.3
2401,-87.909,-82.221,-190.288,12.5,-34.8,26.6
2402,-104.264,-6.899,-222.493,35.8,-13.1,15.4
2403,-23.755,-13.807,-205.661,-5.5,-18.4,-5.5
2404,101.562,8.485,-224.582,-9.9,37.2,11.4
2405,-33.205,12.288,-238.094,18.6,3.4,6.2
2406,-58.784,27.71,-231.675,26.5,-0.5,2.1
2407,-119.741,-13.11,-194.841,32.2,-30.1,7.8
2408,-22.697,64.439,-216.276,16.7,5.5,-16.8
2409,-45.4,4.647,-191.898,-2.8,-29.2,-18.6
2410,-8.336,10.822,-201.666,-9.2,-13.8,-16.7
2411,-31.737,116.51,-215.06,37.1,23.2,-19.1
2412,-102.52,-29.664,-191.764,20.6,-34.6,7.0
2413,-6.695,-51.697,-204.735,-13.9,-17.5,8.4
2414,23.443,-18.736,-227.077,-5.3,6.1,8.3
2415,-2.28,28.091,-199.078,-8.8,-10.1,-23.1
2416,-20.078,-61.36,-234.789,7.7,-1.8,27.0
2417,74.056,63.727,-213.714,-2.7,32.8,-11.9
2418,-79.725,-51.534,-215.617,19.6,-19.9,21.9
2419,-79.378,-5.399,-195.056,12.9,-30.7,-6.6
2420,-69.823,88.603,-191.241,30.5,-6.5,-29.1
2421,47.524,0.214,-217.816,-12.4,11.5,-0.5
2422,-73.298,-29.055,-215.048,17.3,-19.3,11.7
2423,-22.181,117.102,-190.368,25.0,13.5,-35.1
2424,64.624,-23.181,-196.439,-31.0,4.6,-2.3
2425,-23.52,26.255,-201.291,-1.2,-14.3,-20.3
2426,69.284,63.755,-202.454,-9.1,26.6,-19.9
2427,16.77,-120.762,-223.713,-2.4,6.0,47.8
2428,-84.477,-73.291,-216.291,22.6,-19.1,32.1
2429,-99.97,39.744,-214.254,37.8,-9.8,-1.9
2430,42.133,-35.77,-210.414,-19.9,1.9,7.1
2431,83.152,47.127,-218.462,-5.2,34.1,-4.8
2432,-5.723,-77.142,-218.674,-4.9,-7.8,26.0
2433,-106.873,29.562,-197.864,33.0,-22.2,-7.5
2434,-44.817,65.163,-217.759,24.5,2.9,-14.1
2435,2.551,-18.172,-220.85,-4.5,-3.2,4.0
2436,10.542,68.335,-199.932,0.4,6.2,-28.6
2437,71.461,31.894,-219.486,-7.8,26.7,-3.7
2438,4.541,-2.521,-210.093,-9.7,-7.3,-7.3
2439,84.498,-40.355,-234.08,-8.8,30.3,27.2
2440,12.938,49.902,-194.907,-9.4,-2.0,-30.0
2441,-74.993,-3.719,-219.156,22.2,-14.5,5.8
2442,12.533,120.699,-219.146,30.3,35.6,-17.6
2443,2.611,97.717,-228.337,27.1,28.2,-12.3
2444,-100.641,-65.757,-225.745,34.0,-13.8,36.7
2445,30.975,100.518,-206.767,12.3,27.3,-24.4
2446,57.014,19.416,-224.875,-6.0,21.3,-0.2
2447,13.531,-12.051,-191.366,-26.3,-18.3,-16.1
2448,102.478,6.408,-222.981,-11.1,36.7,11.3
2449,-66.309,-61.254,-224.172,18.1,-14.0,27.1
2450,14.88,54.965,-239.095,16.3,22.8,-2.3
2451,93.008,72.493,-197.155,-10.3,36.9,-18.9
2452,85.307,-20.939,-203.72,-26.4,18.0,5.4
2453,-41.227,-39.423,-228.602,11.3,-8.6,17.6
2454,28.743,18.484,-204.167,-15.1,0.6,-16.0
2455,46.181,111.09,-221.559,22.0,41.6,-14.0
2456,-25.428,37.113,-195.014,-1.4,-16.1,-27.0
2457,4.066,57.163,-239.427,19.2,21.0,-2.6
2458,-24.966,81.041,-197.7,14.1,0.7,-30.3
2459,-65.326,-20.878,-205.021,9.6,-24.9,1.9
2460,114.648,20.468,-223.235,-8.2,44.0,11.4
2461,-104.533,34.121,-228.166,43.7,-2.9,8.2
2462,27.57,-8.152,-216.328,-11.5,2.6,-0.8
2463,-116.309,11.237,-229.898,45.9,-5.8,17.7
2464,-60.278,-108.788,-222.088,18.6,-11.3,45.7
2465,-31.428,-31.558,-209.979,-1.9,-18.4,4.2
2466,-42.563,-114.128,-220.675,11.8,-9.5,45.5
2467,-72.102,31.458,-234.276,33.1,0.7,4.9
2468,20.879,-82.935,-199.605,-22.7,-11.6,21.1
2469,81.174,66.703,-237.93,11.5,45.4,3.3
2470,-97.272,0.668,-231.827,37.3,-6.8,16.2
2471,-11.49,-115.466,-226.472,5.2,-0.5,46.2
2472,75.822,-47.196,-235.353,-7.9,27.2,28.5
2473,27.457,37.387,-201.446,-12.1,3.1,-22.3
2474,-56.453,-93.262,-219.079,13.5,-14.5,37.1
2475,47.255,-89.434,-209.978,-19.5,4.7,30.7
2476,-77.335,3.131,-235.759,31.3,-3.7,13.2
2477,40.351,10.617,-234.497,0.1,18.8,5.3
2478,-10.845,35.294,-236.839,16.1,11.2,-0.6
2479,-7.486,-121.528,-236.17,10.5,6.8,52.3
2480,-68.475,72.297,-214.155,33.3,0.8,-13.6
2481,99.363,36.02,-198.2,-20.8,30.9,-11.0
2482,7.577,-7.353,-210.952,-10.5,-6.5,-5.2
2483,-29.688,-114.566,-194.008,-8.0,-23.9,35.4
2484,88.719,63.282,-223.563,2.2,41.9,-2.9
2485,62.111,-69.344,-198.636,-29.7,3.4,18.7
2486,42.103,-11.53,-195.701,-28.3,-4.4,-10.8
2487,-32.069,-73.784,-203.338,-6.0,-22.9,19.1
2488,-48.184,-97.244,-234.747,19.0,-4.0,43.8
2489,11.939,-84.879,-224.267,-5.3,0.6,31.8
2490,-60.434,16.455,-192.711,6.6,-28.0,-19.1
2491,-10.291,78.568,-213.781,16.6,11.5,-20.2
2492,-31.527,39.617,-239.391,23.8,9.8,1.2
2493,42.34,-59.051,-209.069,-21.2,0.7,16.1
2494,-32.881,-30.886,-214.263,1.1,-15.8,6.4
2495,50.51,9.873,-215.713,-12.6,13.0,-4.1
2496,43.434,107.581,-209.036,14.6,34.8,-21.8
2497,6.372,-14.823,-194.504,-22.4,-18.7,-13.0
2498,-10.261,-98.434,-234.452,7.1,2.1,41.6
2499,4.657,32.683,-204.729,-6.1,-3.5,-20.1
2500,44.539,17.025,-233.731,0.2,20.8,3.8
2501,1.656,24.45,-235.293,10.1,10.9,0.6
2502,40.257,84.821,-206.369,4.2,24.4,-23.4
2503,18.884,-50.827,-216.389,-12.6,-3.1,14.3
2504,-42.146,-42.482,-209.25,1.0,-20.9,9.2
2505,42.773,-16.213,-234.739,-3.6,16.4,13.1
2506,-88.376,-81.133,-194.247,14.6,-32.3,27.7
2507,61.791,-23.131,-195.008,-31.8,2.5,-3.7
2508,104.55,59.96,-230.258,5.0,49.6,5.2
2509,18.392,0.231,-233.691,1.7,10.3,5.9
2510,105.07,-36.487,-211.406,-22.1,29.8,20.2
2511,-30.842,41.245,-223.738,16.5,1.7,-8.3
2512,26.48,60.218,-230.925,11.4,23.5,-7.2
2513,-47.099,-38.199,-210.926,4.0,-20.3,8.9
2514,-120.031,-31.612,-228.884,44.0,-10.8,31.0
2515,54.662,80.585,-194.353,-6.5,23.0,-29.3
