x,y,z
22.615,118.689,-223.76
3.249,102.523,-202.412
-71.914,72.429,-232.844
-14.096,48.739,-235.423
62.784,-31.259,-215.006
-20.236,73.09,-222.74
-20.369,52.352,-228.61
-2.981,-106.748,-208.026
-3.33,-29.794,-225.706
-71.726,69.918,-202.261
23.428,-5.929,-237.958
105.138,-50.508,-197.242
-65.574,103.529,-224.164
-24.432,-100.66,-232.099
39.771,-68.046,-236.347
58.704,-99.407,-226.736
103.169,51.074,-195.952
3.359,-53.302,-209.93
-79.768,54.997,-215.573
64.614,-63.26,-210.545
2.872,-117.973,-228.223
65.58,-90.841,-220.415
45.773,-79.197,-196.051
-54.778,31.938,-234.144
20.763,2.62,-220.282
-80.517,-16.793,-216.857
-93.075,-82.58,-213.789
-40.288,3.316,-228.55
-44.006,-26.661,-231.716
48.726,97.057,-216.722
68.671,-40.527,-206.561
64.391,99.417,-210.429
-51.894,-111.117,-224.785
40.379,-61.001,-238.61
-67.005,2.3,-214.164
-9.54,-93.928,-237.919
6.15,-74.27,-237.913
-103.732,-20.29,-199.71
105.547,-63.084,-191.218
-96.661,-59.371,-218.688
81.761,46.657,-216.669
-99.143,66.793,-210.127
107.405,53.284,-224.627
103.23,2.463,-192.179
-0.342,107.618,-232.756
-28.389,-32.664,-204.022
100.198,-51.89,-212.649
13.17,20.592,-215.737
77.705,-29.81,-207.046
-29.676,61.102,-211.508
-86.533,-42.195,-212.968
91.918,-36.045,-217.411
-97.111,44.997,-221.187
-104.567,-61.433,-229.64
-70.317,-52.188,-191.882
20.659,21.869,-220.144
-22.201,-56.548,-206.708
66.731,54.054,-210.522
14.982,92.274,-197.144
-3.442,-88.213,-196.029
-11.873,29.097,-231.889
68.947,-42.666,-196.177
-41.139,110.796,-198.536
-3.4,-92.146,-192.271
-0.771,-88.189,-209.781
-68.158,16.693,-203.903
103.051,4.414,-225.1
-50.028,-21.676,-229.545
12.703,-108.621,-197.407
66.519,-100.929,-211.548
32.948,-108.458,-231.144
-106.975,16.794,-207.485
103.023,63.71,-201.82
95.123,-24.339,-205.742
54.509,28.817,-218.241
-59.039,108.606,-195.637
-79.143,-30.26,-239.287
-105.86,-57.001,-200.944
56.198,-104.412,-196.539
-25.642,25.297,-192.209
67.507,46.592,-201.662
-33.114,-48.701,-191.808
18.302,86.157,-208.935
6.601,68.555,-203.595
52.609,-49.743,-208.159
46.562,74.159,-200.21
-89.805,-73.876,-193.728
-94.729,-26.957,-214.487
-20.265,-100.88,-213.459
108.397,33.216,-237.234
32.474,-24.763,-195.645
25.242,96.871,-220.271
-27.062,-42.728,-190.633
4.808,103.762,-190.428
120.053,32.103,-205.194
-44.417,58.778,-239.418
105.15,42.641,-236.381
-17.057,16.864,-211.805
98.437,15.499,-238.029
-45.313,-42.406,-219.911
104.382,6.031,-195.365
66.823,99.373,-207.643
-63.105,62.305,-239.966
-31.331,34.568,-238.196
-42.869,97.394,-230.778
-91.231,16.296,-190.529
57.994,96.045,-238.53
61.535,-43.278,-226.749
-95.789,-48.87,-216.114
23.314,59.223,-222.064
42.644,75.022,-229.862
-55.348,-58.468,-199.196
79.102,51.295,-214.319
35.288,34.929,-210.77
62.497,30.316,-198.494
81.492,-68.022,-239.176
-31.535,-48.235,-213.814
-36.484,47.195,-235.345
-111.2,-1.288,-197.616
-0.074,-8.031,-225.18
79.236,42.333,-219.468
22.607,-60.589,-211.128
57.097,-75.855,-198.874
-14.202,5.816,-201.776
-10.549,-18.11,-237.257
94.175,-28.871,-221.575
56.026,76.965,-229.071
-46.275,-76.683,-230.405
104.547,-44.908,-208.134
-81.369,-94.453,-207.498
-14.722,-22.476,-225.428
14.929,-24.131,-238.883
100.256,-26.718,-226.095
112.063,-42.552,-233.676
-36.185,27.214,-233.321
-63.896,17.432,-207.216
51.43,84.594,-220.922
-2.279,-37.479,-228.669
55.883,20.531,-213.739
88.487,-65.392,-210.265
30.989,-117.022,-233.315
-79.749,-96.131,-231.322
-27.771,13.447,-213.255
-54.349,-20.891,-230.169
4.725,107.557,-203.497
11.576,118.174,-212.668
13.615,-84.349,-191.379
-27.882,-84.634,-237.743
-17.283,61.529,-234.045
-85.62,-13.116,-213.102
-59.117,-62.351,-220.024
54.849,-67.412,-202.997
68.317,30.058,-234.538
-10.914,-94.447,-198.718
71.111,-92.128,-213.644
112.577,-40.623,-224.541
76.026,52.194,-221.834
5.526,42.458,-194.965
112.27,37.87,-215.351
-0.92,111.881,-231.276
93.552,58.51,-213.757
-28.888,106.873,-191.974
-63.479,-82.518,-195.328
45.744,107.986,-194.819
110.76,24.624,-203.378
-83.639,25.704,-199.514
-56.704,65.643,-193.354
-28.866,-107.726,-219.357
-98.204,-74.855,-234.112
-79.886,55.043,-223.674
-54.546,-108.947,-205.367
-26.528,59.364,-197.247
-36.774,19.191,-223.685
-76.824,27.265,-213.985
40.165,-73.491,-217.188
45.041,63.589,-218.282
-23.992,35.899,-216.124
15.861,-84.812,-223.984
-47.719,-65.221,-210.603
78.978,-77.409,-228.051
75.148,-80.722,-199.869
11.727,60.681,-238.755
-94.91,-39.859,-238.866
68.355,40.849,-225.11
82.993,67.145,-219.732
-76.542,-77.532,-195.864
27.571,-60.479,-230.184
34.575,78.503,-232.432
101.459,-3.489,-197.733
81.29,-11.174,-196.43
-64.833,-4.243,-221.667
-91.472,-5.724,-235.924
17.06,-57.448,-239.817
-106.656,-37.499,-201.998
-94.628,16.517,-199.53
-91.736,-53.271,-202.13
50.976,-53.158,-190.208
-57.143,-58.718,-225.92
-77.209,69.474,-226.175
-48.268,21.235,-234.243
-56.788,-2.898,-215.036
-24.283,-116.448,-201.516
69.791,-41.532,-205.678
-91.6,-10.521,-193.364
-72.034,-58.766,-236.29
49.192,58.335,-209.019
58.922,-77.431,-230.522
45.009,46.817,-226.866
-81.904,-78.468,-193.38
-15.535,-15.781,-204.705
19.309,-39.993,-215.443
-9.725,-31.486,-198.391
53.249,39.467,-235.836
-61.329,70.804,-215.61
-111.709,37.803,-224.463
-57.52,24.04,-232.274
55.006,41.033,-203.846
-29.949,76.621,-196.087
-38.53,30.786,-210.145
93.988,-21.03,-208.227
-65.54,0.285,-225.247
-27.996,101.676,-236.488
-123.54,-18.558,-208.822
12.095,19.753,-203.682
44.259,116.296,-224.344
79.139,81.246,-235.874
-32.689,-107.672,-208.767
63.074,-76.953,-202.325
-33.55,104.152,-193.275
66.913,-25.918,-195.741
-7.944,-86.938,-221.39
-37.339,-5.685,-217.397
74.178,-8.929,-212.865
-44.536,43.161,-191.87
-35.731,-46.029,-237.222
-21.357,-50.251,-223.548
-35.019,-30.261,-228.157
14.378,-20.509,-214.828
-99.726,56.661,-237.927
-98.413,-22.105,-222.592
72.614,94.768,-192.161
41.103,79.25,-229.76
85.283,75.678,-217.038
29.898,119.993,-231.378
-79.039,-50.085,-193.885
-11.249,-87.416,-236.522
62.106,-74.715,-225.505
108.32,-16.239,-200.736
9.558,-2.588,-222.073
-82.8,84.117,-197.97
26.24,-69.331,-213.871
66.823,-86.828,-207.984
-42.644,-57.134,-214.726
97.328,-74.622,-223.967
-22.26,57.715,-195.05
-99.01,-65.796,-238.844
-42.44,28.282,-228.99
16.847,-122.01,-198.884
34.446,47.037,-232.545
-11.342,-65.666,-229.265
26.639,-58.156,-227.819
92.047,-29.407,-216.909
-88.444,17.833,-194.237
-45.244,78.903,-191.463
-20.191,-118.592,-194.474
-114.369,33.28,-195.61
-32.563,44.305,-219.516
-4.282,-62.072,-195.39
29.125,40.056,-226.244
-113.905,-27.323,-236.265
-45.403,28.185,-204.176
-7.542,13.895,-210.74
-97.415,-7.715,-190.143
-10.362,48.913,-198.947
-62.057,101.787,-221.969
-11.721,97.124,-207.528
-91.811,-84.182,-204.982
69.761,19.522,-226.009
14.305,97.625,-217.48
102.125,-8.905,-224.224
-112.671,49.804,-198.743
46.343,-95.506,-231.893
-5.93,77.325,-201.322
0.617,90.97,-231.699
4.73,-50.114,-235.039
13.494,-104.083,-231.364
10.002,-61.106,-235.515
37.711,73.775,-199.286
92.495,1.105,-219.708
5.144,119.375,-213.95
-108.971,-3.647,-238.416
-102.763,-9.172,-231.284
114.117,50.168,-190.072
57.048,-88.527,-197.29
0.305,86.711,-202.778
79.821,-33.195,-237.267
2.435,-123.48,-233.4
-35.275,-71.108,-229.632
18.782,48.654,-232.108
-24.246,-12.139,-230.21
109.75,51.578,-236.815
59.396,53.658,-238.374
23.519,-97.428,-212.782
-9.158,-65.15,-207.213
-16.991,93.225,-214.942
10.037,-119.054,-220.254
80.799,28.412,-199.402
-73.931,44.658,-224.911
71.567,69.618,-190.722
-37.157,-108.771,-204.392
-121.253,-21.881,-231.492
42.499,8.05,-212.88
-94.049,-47.865,-197.497
-6.587,65.471,-205.061
-42.804,90.025,-236.508
79.113,19.367,-196.308
119.111,4.047,-198.676
33.158,22.929,-192.365
58.666,-76.761,-193.713
-95.599,75.335,-228.352
40.81,108.265,-236.101
-13.945,95.372,-226.875
41.458,-98.416,-201.581
103.984,-51.68,-228.531
4.365,-24.916,-233.772
72.583,-11.067,-204.922
65.992,44.019,-229.995
-57.204,52.453,-236.401
-31.753,19.899,-190.856
-54.392,-45.859,-196.706
105.025,62.901,-209.851
34.404,-43.474,-226.136
-64.676,81.497,-230.478
46.017,93.047,-217.968
-0.924,-94.385,-223.634
-80.98,-46.013,-218.25
-101.528,-11.379,-224.271
38.385,44.473,-230.15
-72.038,77.448,-217.365
2.382,78.817,-226.74
28.1,-34.945,-216.339
40.304,-3.964,-210.753
-46.942,72.305,-220.823
102.517,66.4,-206.455
18.748,-110.934,-207.015
72.406,60.681,-221.11
-80.737,-59.339,-223.167
-3.299,113.651,-235.582
81.078,-92.064,-234.412
99.56,-4.44,-227.214
38.972,42.069,-224.482
-17.162,-100.346,-217.959
-63.552,55.351,-211.572
10.485,-3.53,-197.95
-4.072,-108.568,-218.759
-92.768,-30.561,-234.185
2.361,118.899,-194.453
-37.984,27.172,-208.102
98.18,-53.68,-209.296
68.969,-70.295,-234.621
82.757,34.912,-203.107
7.164,37.189,-204.849
79.012,-32.061,-225.957
70.774,67.956,-199.919
51.748,24.088,-210.327
93.889,7.965,-235.258
-6.611,6.206,-233.017
-49.168,70.969,-210.8
65.153,83.121,-205.615
-52.132,103.382,-214.364
15.319,46.149,-205.08
-1.974,-48.096,-211.399
-38.745,54.156,-238.873
25.404,65.69,-216.818
33.274,54.068,-224.866
104.362,33.154,-216.954
-6.954,3.513,-234.239
-0.365,95.692,-231.759
64.137,98.903,-202.503
82.811,5.831,-204.44
23.384,110.175,-215.635
76.769,-12.192,-220.043
44.684,60.795,-222.726
60.252,0.077,-230.003
-51.786,-42.891,-225.603
37.613,88.538,-230.621
6.923,-81.396,-205.083
-24.11,93.928,-220.968
33.624,-28.776,-223.264
-68.154,-28.064,-191.705
82.734,2.525,-199.748
24.318,108.474,-196.73
-35.111,-23.218,-215.205
-69.127,54.807,-194.048
24.229,23.847,-235.368
-18.922,24.346,-191.035
77.892,-39.336,-198.734
100.112,-3.42,-216.175
88.366,-34.839,-221.609
69.378,101.166,-222.481
13.12,-2.587,-236.185
-61.715,104.661,-215.724
28.062,-101.162,-225.596
-45.025,-92.09,-190.127
-87.155,24.703,-233.612
-2.5,-114.929,-211.27
-67.622,13.76,-231.538
15.076,-33.335,-203.909
77.089,65.532,-223.233
48.388,113.399,-231.746
-31.863,-11.68,-234.993
-92.771,63.133,-225.127
-91.11,1.215,-223.934
-43.372,-3.812,-231.752
23.19,-103.302,-210.766
89.778,7.102,-210.112
-29.689,5.093,-234.177
36.009,80.043,-236.432
-47.57,-88.701,-213.381
-4.709,36.198,-223.579
117.299,20.883,-214.8
-41.636,-40.872,-220.77
56.073,40.702,-234.503
-9.397,-93.527,-237.118
24.181,-38.434,-208.984
106.294,-21.687,-194.154
-8.275,24.064,-206.582
109.894,-21.767,-228.301
-38.295,60.779,-202.245
9.708,-46.016,-215.5
-45.556,-69.371,-210.093
-84.353,-3.94,-238.569
4.488,13.389,-217.166
-0.067,100.965,-208.939
1.613,-34.127,-195.931
9.333,66.651,-230.781
-18.638,-119.604,-239.894
114.093,-12.685,-195.711
-79.164,65.863,-206.821
-55.463,29.284,-209.292
75.781,1.231,-237.506
103.427,-41.437,-230.816
-65.709,88.608,-230.708
-63.295,-37.079,-207.936
-13.249,-28.078,-224.292
112.793,-51.258,-213.063
2.797,59.136,-202.26
-112.123,11.157,-196.565
89.342,-58.392,-216.078
103.302,27.862,-196.319
-90.464,20.493,-191.811
-20.062,-23.545,-212.182
92.355,56.204,-231.132
-112.67,25.286,-206.967
30.773,68.512,-195.308
-25.499,-73.614,-211.52
59.929,45.079,-208.612
-37.16,-55.598,-202.971
86.644,-48.651,-226.659
64.037,87.581,-222.567
-8.01,-6.226,-191.32
109.045,18.262,-228.465
-19.122,57.688,-213.694
-21.629,0.733,-196.076
120.67,-1.446,-223.917
-48.906,71.321,-235.099
89.787,38.124,-213.66
-51.096,-30.737,-196.421
102.945,67.898,-190.884
73.732,94.552,-209.932
2.031,-77.543,-213.097
82.261,-44.766,-229.733
-7.458,-45.552,-223.108
22.173,41.563,-235.949
-88.15,-66.592,-208.598
-75.451,-67.958,-208.916
-41.633,-72.245,-226.414
70.761,6.351,-226.594
-64.042,-16.836,-238.687
46.615,113.531,-197.385
109.074,-3.594,-234.663
-51.244,62.56,-190.935
22.49,19.198,-205.14
-46.808,-104.71,-216.603
40.432,1.927,-227.67
-21.501,48.688,-204.744
78.191,-19.292,-210.152
-11.035,36.658,-211.415
58.041,-39.793,-235.726
-15.609,-15.456,-221.685
49.029,14.005,-210.245
-84.14,85.385,-234.226
58.777,100.576,-236.147
-95.766,-13.634,-225.485
79.921,49.132,-217.005
-0.658,15.422,-199.846
-44.999,113.268,-198.464
6.094,109.419,-230.705
4.181,65.697,-228.593
51.043,-88.527,-234.382
93.88,-43.369,-222.746
91.209,45.549,-190.76
88.094,-63.519,-218.774
32.641,107.068,-200.398
24.781,-121.066,-196.96
82.308,0.27,-220.657
79.417,-54.371,-218.547
93.211,-54.4,-195.428
50.615,64.05,-217.541
43.759,-19.843,-204.84
44.966,8.688,-230.439
82.147,64.905,-223.257
-122.723,21.577,-201.55
41.373,98.989,-224.495
-24.163,-102.786,-215.84
26.711,65.179,-194.663
15.142,56.88,-216.762
122.548,12.191,-236.217
113.062,49.604,-203.324
-115.76,-5.987,-234.942
63.079,-101.112,-194.44
-9.864,-10.75,-229.494
4.398,-67.127,-191.668
-89.569,-30.841,-196.325
-29.085,-100.548,-191.859
-76.05,32.984,-234.439
-81.532,-46.784,-196.673
28.712,-4.678,-202.327
-70.755,-20.996,-217.035
108.47,-36.306,-213.107
-15.942,-34.561,-200.601
35.668,-102.773,-207.794
31.648,-1.98,-199.866
-75.701,-26.219,-226.041
-100.279,-16.545,-212.619
-105.342,37.978,-193.103
-11.175,-55.558,-236.191
-58.86,89.572,-197.397
-98.411,54.986,-207.113
25.836,71.098,-238.951
3.964,-13.611,-233.737
-34.419,-18.329,-210.445
-29.168,75.912,-222.785
48.267,-36.459,-216.468
-62.515,11.488,-198.046
50.477,-61.65,-202.174
-27.79,87.299,-198.441
-17.975,72.461,-194.345
-81.11,-40.434,-233.277
15.837,110.496,-228.412
1.112,70.547,-220.186
-61.059,99.607,-227.592
43.103,-71.537,-202.628
-43.284,-114.715,-193.908
57.213,75.718,-231.015
12.387,-88.729,-238.905
53.319,-56.673,-236.718
1.501,-53.667,-214.603
-22.978,-30.516,-238.305
-62.962,11.883,-234.302
-11.419,13.677,-234.512
71.196,81.72,-217.871
1.901,-1.638,-227.64
-108.064,42.86,-209.886
14.161,71.675,-202.539
-120.266,1.776,-224.87
24.699,-26.087,-202.531
-32.339,100.829,-203.476
11.547,-109.287,-235.936
30.912,4.954,-219.615
71.66,-87.289,-192.583
-19.612,63.644,-194.873
76.067,63.254,-208.618
74.52,89.819,-219.391
106.133,18.998,-236.77
-65.714,-9.226,-225.529
62.17,88.111,-204.436
68.55,-40.264,-221.914
-33.036,-117.481,-207.828
56.162,-3.553,-231.506
66.074,2.81,-200.756
102.597,57.153,-223.673
-29.555,48.397,-211.74
-54.499,52.161,-214.895
-91.597,39.592,-222.799
36.115,-62.287,-221.351
52.315,20.562,-191.8
-112.512,36.558,-204.108
-64.152,82.065,-232.18
-95.031,-71.159,-233.334
-60.711,-67.498,-206.539
-9.958,17.962,-230.015
11.966,97.791,-196.781
-107.514,-27.53,-225.051
-8.209,-101.204,-209.624
-6.469,-22.211,-234.187
18.455,16.636,-232.423
-62.111,7.592,-190.947
-13.061,-90.221,-220.602
11.55,53.74,-211.483
-67.103,68.623,-231.509
-109.106,8.454,-226.818
-15.906,16.935,-235.045
-68.182,-21.887,-206.759
101.802,29.351,-215.999
29.422,-87.579,-235.804
-12.954,79.697,-193.099
-96.716,-63.413,-208.777
26.402,-49.909,-238.933
-19.501,18.568,-227.403
-87.689,22.235,-209.667
-32.705,-3.111,-232.875
31.828,10.699,-203.822
-19.954,90.064,-220.918
32.79,-37.913,-214.641
76.124,77.068,-231.029
69.801,-23.135,-197.481
-106.084,44.006,-214.342
-75.794,35.236,-223.869
-81.441,-45.859,-206.478
27.695,-45.269,-208.886
-71.608,-41.407,-207.767
83.591,77.152,-219.994
-9.827,48.804,-223.513
-45.776,50.652,-220.545
-3.672,-43.992,-211.274
-80.774,47.967,-238.657
74.757,98.806,-195.522
18.285,64.27,-222.107
-1.479,-77.283,-215.304
-35.157,-89.154,-221.273
-91.039,11.478,-227.112
69.575,-50.514,-207.378
74.403,-31.795,-229.199
-11.345,61.677,-206.092
41.984,-35.439,-203.58
101.065,27.557,-237.042
24.261,84.025,-229.406
42.573,98.808,-229.028
41.459,2.908,-239.064
-33.922,68.677,-236.693
11.946,43.418,-211.425
99.206,-57.279,-233.263
53.056,-58.948,-227.505
-10.132,110.312,-201.465
30.66,48.548,-218.357
-38.905,38.792,-212.363
-29.221,-57.275,-201.873
-107.325,43.414,-206.521
-66.952,84.723,-197.932
-99.993,24.028,-194.679
-96.556,28.676,-236.931
-80.792,50.31,-227.004
39.752,42.954,-204.174
-119.769,-34.839,-220.168
20.746,58.166,-231.501
25.481,-89.292,-214.552
-107.399,-42.687,-208.097
-53.704,55.929,-231.487
-67.96,91.494,-208.368
-64.335,-12.401,-205.243
-42.835,-75.59,-203.521
108.765,49.147,-198.605
-8.966,-87.47,-239.055
9.6,39.669,-227.186
-7.763,18.007,-221.626
-63.946,-26.752,-229.672
-79.246,-84.038,-190.378
41.735,-56.961,-230.853
-66.301,55.954,-191.072
-4.995,51.856,-210.971
17.994,-13.977,-223.844
-95.891,-71.328,-215.678
34.275,-68.034,-221.137
85.768,42.714,-211.923
65.226,52.283,-221.674
27.596,-82.851,-209.331
10.366,-26.64,-232.679
58.196,42.506,-223.17
-111.838,-15.203,-203.743
107.893,56.67,-193.118
-55.407,-102.428,-228.802
-52.71,-56.395,-196.488
50.564,91.17,-204.559
-100.866,56.589,-190.326
-28.423,40.527,-238.051
-5.401,12.025,-191.543
24.741,51.271,-194.154
14.941,95.249,-234.491
69.395,-1.139,-236.524
8.293,-65.18,-209.227
43.089,53.243,-222.305
-87.938,78.725,-204.478
30.654,34.732,-227.58
-14.062,-60.783,-219.22
75.67,-2.178,-200.109
-51.814,-26.614,-239.31
97.444,12.002,-208.695
62.576,-12.064,-197.535
-60.615,-41.218,-211.252
109.059,-40.088,-218.895
53.877,51.271,-206.087
75.253,-4.849,-190.745
-25.064,107.995,-225.361
98.517,66.719,-204.301
121.519,28.214,-204.192
66.996,-30.082,-201.415
-55.751,-63.598,-210.511
5.822,6.249,-234.835
5.818,30.412,-222.878
-68.542,0.843,-195.111
-95.216,-17.966,-223.613
-97.533,77.116,-235.86
-5.55,20.329,-231.565
-44.711,46.149,-220.763
63.618,-12.423,-237.273
-89.991,49.125,-203.184
-10.894,36.484,-213.835
-63.529,34.281,-217.33
-75.488,2.473,-214.142
91.659,-73.664,-213.979
-45.014,-27.412,-193.866
-56.192,-58.893,-230.601
-89.502,31.546,-235.82
50.284,21.537,-208.193
-25.965,83.721,-233.085
-81.019,-47.813,-190.424
-4.822,-81.744,-206.308
104.424,50.4,-214.969
17.935,62.561,-226.205
36.752,53.097,-237.638
-48.169,-74.163,-213.314
-92.224,25.007,-198.279
-19.128,-23.422,-210.176
-35.225,106.616,-233.289
-27.944,-26.41,-217.182
102.636,60.328,-236.514
35.429,57.057,-236.927
14.721,-93.052,-223.025
-17.122,73.204,-214.834
-65.188,-103.009,-196.347
119.949,-26.995,-223.067
-72.419,-38.102,-194.669
117.694,9.694,-195.771
-27.767,15.872,-221.991
-7.384,-12.349,-193.652
-113.431,34.208,-212.345
38.695,39.97,-216.911
-38.674,91.079,-216.881
-39.533,77.427,-228.843
13.565,24.127,-224.022
-66.055,-86.2,-224.302
-15.297,95.626,-218.181
80.278,-5.53,-233.67
-13.116,0.112,-231.137
27.834,88.143,-214.847
-75.811,-91.492,-220.884
-25.758,-25.356,-203.043
60.833,79.561,-199.98
-6.048,39.334,-198.128
119.978,-30.77,-206.883
-107.883,-53.468,-212.799
33.696,114.624,-223.932
20.821,-94.964,-205.343
-14.583,81.947,-218.642
80.842,-4.983,-192.058
-55.764,-64.773,-217.339
69.638,-92.312,-192.538
71.378,-76.867,-201.374
-18.307,-22.829,-214.236
33.413,39.285,-204.815
-56.022,2.051,-239.505
-30.355,-120.37,-207.942
-74.98,91.253,-192.044
-5.812,-88.116,-219.454
-14.608,-53.179,-235.137
-16.166,20.61,-218.874
-21.155,-116.514,-222.942
-22.795,-84.076,-225.853
40.788,-81.587,-210.965
-25.607,56.188,-205.749
59.146,-31.124,-220.061
26.592,-45.909,-224.669
34.255,-42.935,-225.345
42.254,-69.194,-197.096
90.519,1.026,-220.458
31.514,-29.423,-212.013
-48.375,-22.848,-219.758
-12.278,25.535,-206.5
7.457,-9.75,-212.165
93.539,-13.526,-226.808
26.319,-63.084,-192.78
-20.278,-76.751,-229.914
35.403,25.999,-222.451
105.388,30.473,-239.557
48.723,-27.686,-233.094
-105.132,-50.971,-194.079
21.893,52.021,-225.011
-85.172,25.024,-216.481
42.19,-106.163,-215.109
38.803,113.673,-230.642
-31.671,-118.046,-217.057
0.228,57.168,-193.335
66.791,-62.514,-215.95
9.892,-52.698,-223.209
81.093,24.87,-204.869
44.599,32.126,-204.854
46.112,39.914,-224.861
-68.341,13.972,-237.632
38.373,-93.297,-239.942
-95.754,25.0,-203.53
36.094,-109.841,-203.887
21.698,-71.969,-225.974
-25.816,37.737,-214.959
-94.284,-76.384,-238.269
-99.086,50.564,-225.99
-82.821,-87.245,-208.672
92.13,-18.02,-223.306
-5.483,96.647,-206.41
-44.868,38.477,-201.799
13.686,-111.788,-235.536
41.972,66.333,-197.212
6.267,44.107,-190.443
-12.117,64.059,-207.354
68.95,-43.921,-202.681
36.672,-16.164,-237.656
-52.339,61.078,-206.851
49.956,-48.384,-200.294
-90.587,-21.772,-238.928
-91.214,22.639,-199.696
21.296,5.521,-212.246
-73.475,54.652,-218.045
51.507,58.565,-202.99
24.739,62.468,-226.879
21.577,8.995,-209.39
91.47,17.779,-207.043
-107.326,-1.266,-217.773
-38.582,-11.89,-212.255
68.076,90.313,-200.562
108.384,-38.008,-200.501
-42.775,-6.124,-199.201
-13.55,-72.912,-225.925
17.204,-119.877,-222.394
-107.277,-61.865,-222.469
-76.53,-56.871,-198.558
-26.011,-41.527,-191.084
-61.708,-59.476,-192.792
-63.442,58.233,-235.193
-124.394,6.905,-228.871
-42.677,-106.484,-239.447
72.91,-38.664,-205.879
50.889,-64.455,-190.697
4.294,39.898,-198.406
-35.419,-95.962,-236.444
36.088,-54.927,-199.829
25.338,59.86,-227.138
34.13,17.693,-227.051
-10.344,-29.643,-227.838
0.857,-25.993,-201.182
-78.786,51.768,-235.806
-83.675,8.779,-233.653
92.524,-71.205,-234.776
-118.938,23.919,-205.728
86.078,41.65,-227.572
-32.567,34.3,-212.592
-4.093,-2.228,-235.667
29.486,113.796,-190.812
-66.856,-27.305,-215.388
-20.345,-44.004,-199.494
86.009,8.021,-209.372
-106.821,34.165,-233.418
17.038,0.154,-191.387
110.692,37.916,-193.187
66.633,-60.236,-227.734
-94.912,-31.087,-225.547
111.857,-34.93,-210.08
24.92,-71.698,-237.545
78.447,61.123,-226.6
17.179,-54.162,-218.953
33.526,54.784,-213.954
-64.099,-30.433,-228.626
53.515,-42.715,-213.003
-35.118,-2.722,-219.506
6.454,0.133,-221.902
-33.874,92.034,-230.991
-100.482,2.86,-214.407
62.61,91.154,-220.821
-42.845,44.294,-201.16
-117.093,-2.595,-203.038
110.049,2.463,-237.452
74.389,39.165,-235.639
26.208,-104.464,-224.275
-64.987,61.078,-192.978
20.179,26.168,-236.324
92.947,27.855,-239.393
-25.894,36.735,-214.009
-54.982,92.16,-206.746
65.402,46.142,-196.991
-15.633,-54.13,-217.297
-60.837,23.916,-225.781
-47.95,72.686,-238.306
-42.005,-81.951,-190.538
92.983,-47.642,-236.413
